amount,merchantName,transactionType,paymentMethod,deviceType,location,currency,hourOfDay,isWeekend,fraud
14039,Flipkart,Deposit,Wallet,Desktop,Chennai,INR,7,0,0
37529,Myntra,Transfer,Debit Card,Mobile,Hyderabad,INR,17,0,1
3534,Amazon India,Transfer,Credit Card,Desktop,Chennai,INR,7,1,1
20382,Amazon India,Deposit,Credit Card,Desktop,Mumbai,INR,5,0,0
48556,Myntra,Purchase,Net Banking,Mobile,Chennai,INR,22,0,1
28716,Swiggy,Purchase,Net Banking,Desktop,Mumbai,INR,1,1,0
16548,Myntra,Transfer,Credit Card,Tablet,Hyderabad,INR,9,0,0
40743,Reliance Digital,Deposit,Debit Card,Tablet,Mumbai,INR,11,1,1
11747,Myntra,Deposit,Debit Card,Tablet,Chennai,INR,6,1,0
6328,Zomato,Transfer,Wallet,Desktop,Chennai,INR,18,1,1
35732,Reliance Digital,Transfer,UPI,Desktop,Delhi,INR,1,1,1
13818,Myntra,Withdrawal,UPI,Mobile,Hyderabad,INR,1,0,0
7725,Zomato,Deposit,Credit Card,Mobile,Chennai,INR,14,1,0
44478,Zomato,Withdrawal,Credit Card,Tablet,Hyderabad,INR,1,0,1
40084,Reliance Digital,Purchase,Net Banking,Mobile,Delhi,INR,5,1,0
31688,Swiggy,Purchase,UPI,Tablet,Hyderabad,INR,6,0,1
36675,Reliance Digital,Withdrawal,Debit Card,Desktop,Delhi,INR,18,1,1
44999,Myntra,Deposit,Net Banking,Mobile,Chennai,INR,17,1,0
37378,Amazon India,Withdrawal,Credit Card,Mobile,Hyderabad,INR,0,1,1
17380,Swiggy,Deposit,Net Banking,Desktop,Bangalore,INR,7,0,0
46612,Flipkart,Deposit,Wallet,Desktop,Hyderabad,INR,11,1,0
3840,Myntra,Transfer,Credit Card,Mobile,Mumbai,INR,23,0,0
10733,Reliance Digital,Transfer,Credit Card,Tablet,Mumbai,INR,11,1,1
16890,Myntra,Transfer,UPI,Mobile,Bangalore,INR,0,0,0
3616,Flipkart,Deposit,Credit Card,Tablet,Delhi,INR,3,0,0
9655,Flipkart,Deposit,Debit Card,Desktop,Bangalore,INR,21,0,0
1098,Myntra,Deposit,Wallet,Desktop,Mumbai,INR,11,1,0
45299,Myntra,Withdrawal,Debit Card,Tablet,Mumbai,INR,23,0,1
29351,Swiggy,Purchase,Net Banking,Desktop,Delhi,INR,16,1,0
9953,Reliance Digital,Transfer,UPI,Tablet,Delhi,INR,13,0,0
2339,Reliance Digital,Transfer,Debit Card,Desktop,Mumbai,INR,13,1,0
42757,Reliance Digital,Withdrawal,Wallet,Mobile,Chennai,INR,6,0,0
12636,Reliance Digital,Transfer,Wallet,Desktop,Hyderabad,INR,23,0,0
35853,Myntra,Purchase,Debit Card,Mobile,Mumbai,INR,21,0,1
16580,Zomato,Purchase,Net Banking,Mobile,Bangalore,INR,17,0,0
42709,Amazon India,Purchase,Wallet,Tablet,Delhi,INR,23,1,0
34893,Zomato,Withdrawal,Net Banking,Mobile,Bangalore,INR,16,1,0
5858,Reliance Digital,Deposit,Net Banking,Desktop,Mumbai,INR,7,0,0
7650,Flipkart,Deposit,UPI,Mobile,Bangalore,INR,2,0,0
25353,Amazon India,Deposit,Credit Card,Mobile,Delhi,INR,5,1,0
17164,Swiggy,Transfer,Wallet,Mobile,Delhi,INR,4,0,0
6623,Amazon India,Withdrawal,Debit Card,Mobile,Delhi,INR,1,0,0
20270,Amazon India,Withdrawal,Net Banking,Mobile,Bangalore,INR,15,1,0
2425,Amazon India,Deposit,Debit Card,Desktop,Bangalore,INR,21,0,0
8226,Swiggy,Purchase,UPI,Desktop,Chennai,INR,19,1,0
12074,Myntra,Purchase,Net Banking,Mobile,Bangalore,INR,20,0,0
48147,Swiggy,Transfer,Credit Card,Desktop,Chennai,INR,10,0,1
48552,Reliance Digital,Purchase,Debit Card,Tablet,Mumbai,INR,16,0,1
37670,Zomato,Withdrawal,Wallet,Tablet,Delhi,INR,20,1,0
2861,Zomato,Purchase,Debit Card,Tablet,Bangalore,INR,6,1,0
37863,Swiggy,Withdrawal,Wallet,Desktop,Mumbai,INR,2,1,1
8395,Amazon India,Deposit,Credit Card,Desktop,Hyderabad,INR,1,0,0
44151,Swiggy,Deposit,UPI,Tablet,Mumbai,INR,0,1,1
38134,Swiggy,Transfer,Net Banking,Tablet,Bangalore,INR,18,1,0
43314,Flipkart,Transfer,Net Banking,Desktop,Bangalore,INR,2,1,1
22141,Myntra,Withdrawal,Net Banking,Tablet,Bangalore,INR,18,0,0
20123,Zomato,Withdrawal,Wallet,Mobile,Mumbai,INR,2,0,0
3137,Swiggy,Transfer,Debit Card,Desktop,Chennai,INR,9,0,0
28868,Reliance Digital,Transfer,UPI,Mobile,Hyderabad,INR,14,1,0
38646,Swiggy,Withdrawal,Wallet,Mobile,Delhi,INR,5,1,0
927,Swiggy,Purchase,Wallet,Mobile,Bangalore,INR,22,1,0
1972,Reliance Digital,Deposit,Net Banking,Tablet,Chennai,INR,19,0,0
30045,Flipkart,Purchase,UPI,Mobile,Bangalore,INR,11,1,1
45385,Amazon India,Purchase,Credit Card,Desktop,Mumbai,INR,15,1,1
41588,Myntra,Deposit,Debit Card,Mobile,Bangalore,INR,3,1,1
49195,Zomato,Transfer,Net Banking,Desktop,Chennai,INR,9,0,1
28036,Zomato,Transfer,UPI,Desktop,Hyderabad,INR,12,0,0
30513,Flipkart,Withdrawal,Credit Card,Tablet,Mumbai,INR,4,1,1
13969,Swiggy,Deposit,Debit Card,Desktop,Mumbai,INR,4,1,0
25715,Flipkart,Purchase,Debit Card,Mobile,Hyderabad,INR,22,1,0
22570,Reliance Digital,Withdrawal,Net Banking,Tablet,Mumbai,INR,9,1,0
7299,Amazon India,Purchase,Credit Card,Mobile,Chennai,INR,6,1,0
23906,Flipkart,Withdrawal,Credit Card,Mobile,Mumbai,INR,10,0,0
43715,Amazon India,Deposit,Credit Card,Desktop,Chennai,INR,17,0,1
2313,Swiggy,Transfer,Credit Card,Mobile,Chennai,INR,19,0,0
29362,Myntra,Transfer,Wallet,Tablet,Chennai,INR,3,0,1
43633,Myntra,Purchase,Debit Card,Mobile,Chennai,INR,8,0,0
39047,Amazon India,Transfer,Wallet,Desktop,Hyderabad,INR,16,0,1
38718,Zomato,Withdrawal,Net Banking,Tablet,Hyderabad,INR,23,0,0
30515,Reliance Digital,Transfer,Net Banking,Desktop,Mumbai,INR,19,1,1
8314,Flipkart,Purchase,Debit Card,Tablet,Bangalore,INR,0,0,0
40000,Zomato,Deposit,Debit Card,Mobile,Bangalore,INR,13,0,0
36668,Swiggy,Deposit,Credit Card,Mobile,Delhi,INR,14,1,1
24879,Myntra,Deposit,UPI,Mobile,Delhi,INR,19,1,0
23063,Reliance Digital,Purchase,UPI,Tablet,Delhi,INR,14,0,0
2889,Zomato,Deposit,Wallet,Tablet,Hyderabad,INR,5,1,0
13224,Myntra,Purchase,UPI,Tablet,Hyderabad,INR,0,1,0
19924,Reliance Digital,Purchase,Net Banking,Desktop,Mumbai,INR,20,0,0
23137,Amazon India,Purchase,Debit Card,Mobile,Chennai,INR,9,0,0
46864,Amazon India,Withdrawal,Credit Card,Desktop,Bangalore,INR,22,0,1
49745,Zomato,Purchase,Debit Card,Tablet,Delhi,INR,20,1,1
41446,Myntra,Deposit,Net Banking,Tablet,Delhi,INR,14,0,0
37955,Amazon India,Withdrawal,Credit Card,Mobile,Hyderabad,INR,19,0,0
8649,Myntra,Withdrawal,Debit Card,Mobile,Hyderabad,INR,16,0,0
47101,Amazon India,Purchase,Credit Card,Desktop,Hyderabad,INR,13,1,1
8747,Zomato,Deposit,Wallet,Desktop,Bangalore,INR,16,0,0
30244,Swiggy,Deposit,UPI,Tablet,Mumbai,INR,13,1,0
47727,Swiggy,Transfer,Credit Card,Desktop,Delhi,INR,21,1,1
34758,Myntra,Deposit,Credit Card,Desktop,Hyderabad,INR,10,0,1
3377,Amazon India,Transfer,Credit Card,Desktop,Hyderabad,INR,0,1,1
39506,Reliance Digital,Purchase,Credit Card,Tablet,Delhi,INR,13,1,1
10486,Swiggy,Deposit,Net Banking,Mobile,Hyderabad,INR,7,1,0
24803,Flipkart,Deposit,UPI,Tablet,Hyderabad,INR,21,0,0
49102,Amazon India,Transfer,Debit Card,Desktop,Hyderabad,INR,8,1,1
3255,Swiggy,Deposit,UPI,Mobile,Bangalore,INR,22,0,0
21446,Zomato,Withdrawal,Wallet,Desktop,Hyderabad,INR,8,1,0
14778,Swiggy,Transfer,Wallet,Tablet,Mumbai,INR,10,1,1
40968,Amazon India,Transfer,Net Banking,Mobile,Hyderabad,INR,10,0,1
43252,Flipkart,Deposit,UPI,Tablet,Hyderabad,INR,10,1,1
44098,Myntra,Purchase,Wallet,Tablet,Bangalore,INR,8,1,1
43123,Swiggy,Purchase,Debit Card,Desktop,Chennai,INR,3,1,1
34302,Amazon India,Transfer,Net Banking,Tablet,Bangalore,INR,7,1,1
32623,Amazon India,Deposit,Credit Card,Tablet,Chennai,INR,19,1,1
23011,Reliance Digital,Transfer,Debit Card,Tablet,Hyderabad,INR,3,0,1
43225,Swiggy,Withdrawal,Wallet,Desktop,Mumbai,INR,11,1,1
41025,Zomato,Transfer,Net Banking,Desktop,Bangalore,INR,14,1,1
45534,Flipkart,Purchase,Debit Card,Desktop,Delhi,INR,17,0,1
16813,Amazon India,Transfer,Debit Card,Mobile,Bangalore,INR,22,0,0
46782,Swiggy,Purchase,Credit Card,Desktop,Delhi,INR,10,0,1
33675,Zomato,Deposit,UPI,Desktop,Hyderabad,INR,4,0,1
3195,Swiggy,Deposit,Wallet,Desktop,Hyderabad,INR,23,0,0
44385,Flipkart,Purchase,Wallet,Tablet,Mumbai,INR,15,1,1
40449,Zomato,Transfer,Credit Card,Tablet,Hyderabad,INR,1,0,1
12741,Zomato,Deposit,Credit Card,Tablet,Bangalore,INR,2,0,0
8237,Amazon India,Withdrawal,Wallet,Desktop,Delhi,INR,14,0,0
24086,Reliance Digital,Transfer,Credit Card,Mobile,Chennai,INR,10,1,1
11384,Amazon India,Withdrawal,Credit Card,Mobile,Bangalore,INR,6,0,0
12915,Amazon India,Withdrawal,Net Banking,Mobile,Chennai,INR,14,1,0
24397,Zomato,Purchase,Wallet,Tablet,Mumbai,INR,13,0,0
35321,Reliance Digital,Purchase,Net Banking,Desktop,Delhi,INR,10,0,0
16571,Flipkart,Purchase,Net Banking,Desktop,Delhi,INR,8,0,0
8904,Swiggy,Transfer,Credit Card,Desktop,Mumbai,INR,8,1,1
36842,Reliance Digital,Transfer,UPI,Mobile,Bangalore,INR,16,1,1
14391,Swiggy,Purchase,UPI,Mobile,Mumbai,INR,7,1,0
41049,Reliance Digital,Deposit,Debit Card,Desktop,Mumbai,INR,22,1,1
32402,Amazon India,Withdrawal,Debit Card,Desktop,Mumbai,INR,1,0,1
6777,Reliance Digital,Withdrawal,Debit Card,Desktop,Chennai,INR,8,1,0
22446,Zomato,Transfer,Net Banking,Tablet,Chennai,INR,21,1,0
20712,Flipkart,Withdrawal,Net Banking,Mobile,Chennai,INR,16,1,0
30671,Swiggy,Purchase,Net Banking,Desktop,Bangalore,INR,19,1,1
20899,Reliance Digital,Deposit,Wallet,Mobile,Chennai,INR,23,0,0
37564,Flipkart,Purchase,UPI,Desktop,Chennai,INR,11,1,0
27763,Zomato,Deposit,UPI,Tablet,Chennai,INR,10,1,0
39595,Myntra,Transfer,UPI,Mobile,Delhi,INR,3,0,1
45047,Reliance Digital,Purchase,Net Banking,Desktop,Delhi,INR,10,0,0
43820,Swiggy,Purchase,Debit Card,Desktop,Bangalore,INR,15,1,0
12174,Reliance Digital,Transfer,Credit Card,Mobile,Hyderabad,INR,10,0,0
35093,Swiggy,Withdrawal,UPI,Desktop,Hyderabad,INR,0,0,1
28452,Flipkart,Transfer,Net Banking,Tablet,Chennai,INR,18,1,1
36413,Amazon India,Deposit,Wallet,Mobile,Hyderabad,INR,4,0,1
17301,Zomato,Deposit,Net Banking,Tablet,Chennai,INR,12,0,0
16370,Amazon India,Purchase,Wallet,Tablet,Delhi,INR,4,1,0
26777,Amazon India,Withdrawal,Wallet,Tablet,Delhi,INR,4,1,0
41519,Zomato,Purchase,Wallet,Desktop,Chennai,INR,12,0,1
26959,Myntra,Purchase,Credit Card,Desktop,Chennai,INR,7,1,0
5217,Reliance Digital,Purchase,Debit Card,Desktop,Hyderabad,INR,15,1,0
26767,Amazon India,Purchase,UPI,Mobile,Delhi,INR,18,1,0
6435,Amazon India,Deposit,Credit Card,Tablet,Delhi,INR,23,1,0
1184,Flipkart,Deposit,Debit Card,Tablet,Chennai,INR,14,1,0
14281,Zomato,Purchase,Wallet,Desktop,Hyderabad,INR,13,1,0
3390,Reliance Digital,Withdrawal,UPI,Tablet,Chennai,INR,7,1,0
11931,Flipkart,Deposit,Credit Card,Mobile,Mumbai,INR,17,0,0
28997,Myntra,Purchase,Net Banking,Tablet,Mumbai,INR,14,0,0
48431,Amazon India,Withdrawal,UPI,Tablet,Hyderabad,INR,8,1,0
19796,Amazon India,Transfer,Wallet,Desktop,Mumbai,INR,14,0,0
5633,Flipkart,Transfer,Wallet,Desktop,Mumbai,INR,12,1,0
14473,Swiggy,Transfer,UPI,Mobile,Mumbai,INR,20,1,0
26418,Myntra,Purchase,Wallet,Tablet,Mumbai,INR,3,1,0
45328,Myntra,Withdrawal,UPI,Tablet,Hyderabad,INR,16,1,0
10140,Swiggy,Withdrawal,Credit Card,Mobile,Mumbai,INR,6,1,0
31751,Amazon India,Purchase,Debit Card,Tablet,Delhi,INR,6,0,0
31552,Zomato,Deposit,UPI,Mobile,Delhi,INR,20,0,1
8374,Swiggy,Transfer,Debit Card,Tablet,Chennai,INR,19,0,0
38027,Swiggy,Withdrawal,Wallet,Mobile,Bangalore,INR,14,0,1
43550,Amazon India,Transfer,Credit Card,Desktop,Hyderabad,INR,11,0,1
4200,Swiggy,Deposit,Debit Card,Mobile,Delhi,INR,12,0,0
43692,Flipkart,Transfer,Credit Card,Desktop,Chennai,INR,10,1,1
47769,Zomato,Deposit,UPI,Mobile,Mumbai,INR,7,1,1
49717,Swiggy,Transfer,Wallet,Desktop,Bangalore,INR,16,0,1
6679,Amazon India,Withdrawal,UPI,Tablet,Chennai,INR,11,1,0
48206,Swiggy,Purchase,Net Banking,Mobile,Chennai,INR,13,0,0
48641,Reliance Digital,Transfer,Wallet,Desktop,Mumbai,INR,1,1,1
34816,Zomato,Withdrawal,Net Banking,Desktop,Delhi,INR,9,0,0
26501,Myntra,Deposit,Credit Card,Tablet,Bangalore,INR,4,1,0
26548,Zomato,Purchase,Net Banking,Tablet,Mumbai,INR,7,0,0
26685,Flipkart,Transfer,UPI,Tablet,Chennai,INR,23,1,0
39866,Myntra,Purchase,Credit Card,Mobile,Hyderabad,INR,23,0,0
3911,Zomato,Purchase,Net Banking,Tablet,Mumbai,INR,22,1,0
34664,Myntra,Transfer,Credit Card,Desktop,Hyderabad,INR,4,0,1
24227,Flipkart,Withdrawal,Net Banking,Mobile,Bangalore,INR,11,1,0
35290,Swiggy,Deposit,Net Banking,Desktop,Mumbai,INR,18,0,1
29589,Swiggy,Withdrawal,Wallet,Desktop,Delhi,INR,3,0,0
45605,Flipkart,Deposit,UPI,Desktop,Hyderabad,INR,14,1,1
12721,Myntra,Purchase,Wallet,Desktop,Mumbai,INR,13,0,0
6435,Myntra,Transfer,Credit Card,Desktop,Hyderabad,INR,4,1,1
11717,Flipkart,Transfer,Debit Card,Desktop,Delhi,INR,14,0,1
32527,Reliance Digital,Withdrawal,Credit Card,Mobile,Hyderabad,INR,10,1,1
34417,Reliance Digital,Purchase,Debit Card,Mobile,Mumbai,INR,18,1,0
13423,Zomato,Withdrawal,Debit Card,Desktop,Chennai,INR,7,0,0
30811,Zomato,Purchase,Debit Card,Desktop,Mumbai,INR,20,0,0
41458,Myntra,Transfer,UPI,Mobile,Hyderabad,INR,16,1,1
19938,Reliance Digital,Deposit,Wallet,Tablet,Bangalore,INR,13,0,0
47710,Swiggy,Purchase,Wallet,Desktop,Hyderabad,INR,3,0,1
15500,Zomato,Withdrawal,Net Banking,Tablet,Chennai,INR,4,1,0
47523,Flipkart,Transfer,UPI,Desktop,Mumbai,INR,20,0,0
41409,Amazon India,Transfer,Net Banking,Desktop,Mumbai,INR,17,1,1
24302,Reliance Digital,Deposit,Net Banking,Desktop,Hyderabad,INR,16,0,0
34849,Flipkart,Transfer,Debit Card,Tablet,Hyderabad,INR,16,0,1
16197,Zomato,Purchase,Credit Card,Tablet,Bangalore,INR,1,0,1
20137,Swiggy,Deposit,Credit Card,Mobile,Bangalore,INR,10,1,0
26206,Swiggy,Transfer,Debit Card,Mobile,Delhi,INR,22,1,0
35640,Myntra,Transfer,Debit Card,Mobile,Chennai,INR,20,0,1
6418,Zomato,Deposit,Wallet,Mobile,Mumbai,INR,13,0,0
40439,Zomato,Deposit,Debit Card,Tablet,Hyderabad,INR,8,1,1
41192,Amazon India,Deposit,Net Banking,Mobile,Hyderabad,INR,3,0,0
18598,Swiggy,Deposit,Debit Card,Mobile,Chennai,INR,2,0,0
37123,Amazon India,Transfer,Credit Card,Tablet,Chennai,INR,5,0,1
30734,Zomato,Withdrawal,UPI,Mobile,Mumbai,INR,10,1,0
12013,Flipkart,Withdrawal,Credit Card,Mobile,Bangalore,INR,13,0,0
15346,Amazon India,Purchase,Debit Card,Mobile,Chennai,INR,18,1,0
44894,Amazon India,Withdrawal,UPI,Desktop,Delhi,INR,1,1,1
5908,Flipkart,Purchase,UPI,Desktop,Mumbai,INR,4,0,0
22770,Amazon India,Purchase,Wallet,Desktop,Hyderabad,INR,22,1,0
37741,Reliance Digital,Withdrawal,Wallet,Mobile,Chennai,INR,9,0,1
13170,Amazon India,Transfer,Net Banking,Mobile,Hyderabad,INR,23,1,0
165,Zomato,Purchase,Credit Card,Tablet,Bangalore,INR,14,1,0
28149,Amazon India,Purchase,Credit Card,Tablet,Chennai,INR,16,1,0
31024,Myntra,Withdrawal,Wallet,Desktop,Delhi,INR,17,1,1
45627,Reliance Digital,Purchase,Net Banking,Tablet,Bangalore,INR,15,1,1
7534,Myntra,Purchase,Net Banking,Mobile,Chennai,INR,8,0,0
45384,Myntra,Withdrawal,Debit Card,Mobile,Mumbai,INR,9,1,1
18600,Flipkart,Deposit,UPI,Desktop,Bangalore,INR,2,0,1
24179,Reliance Digital,Purchase,Debit Card,Tablet,Delhi,INR,21,0,0
37407,Myntra,Deposit,Credit Card,Desktop,Mumbai,INR,0,0,1
33259,Reliance Digital,Purchase,Credit Card,Tablet,Delhi,INR,5,0,1
42053,Flipkart,Purchase,Credit Card,Tablet,Delhi,INR,14,0,1
23048,Swiggy,Transfer,UPI,Desktop,Bangalore,INR,1,0,0
38263,Swiggy,Withdrawal,Net Banking,Tablet,Chennai,INR,14,0,0
30574,Flipkart,Transfer,Debit Card,Desktop,Mumbai,INR,7,0,1
31559,Swiggy,Purchase,Net Banking,Tablet,Hyderabad,INR,1,0,1
9134,Reliance Digital,Deposit,Credit Card,Tablet,Chennai,INR,10,1,0
33053,Reliance Digital,Withdrawal,Credit Card,Mobile,Chennai,INR,21,1,1
31491,Zomato,Transfer,Credit Card,Mobile,Delhi,INR,6,0,1
8429,Swiggy,Deposit,Net Banking,Desktop,Chennai,INR,9,1,0
33348,Flipkart,Deposit,UPI,Desktop,Bangalore,INR,16,0,0
21947,Myntra,Purchase,Debit Card,Tablet,Mumbai,INR,4,0,0
24661,Flipkart,Deposit,Wallet,Tablet,Chennai,INR,22,0,0
46082,Reliance Digital,Transfer,Debit Card,Desktop,Hyderabad,INR,11,1,1
38275,Flipkart,Withdrawal,Debit Card,Mobile,Hyderabad,INR,19,1,1
10778,Reliance Digital,Purchase,Net Banking,Desktop,Mumbai,INR,16,0,0
39216,Zomato,Deposit,Wallet,Desktop,Delhi,INR,22,0,0
7472,Flipkart,Transfer,Debit Card,Mobile,Hyderabad,INR,12,0,0
17760,Swiggy,Purchase,Credit Card,Tablet,Chennai,INR,19,1,0
13081,Reliance Digital,Purchase,UPI,Desktop,Hyderabad,INR,12,0,0
29661,Reliance Digital,Purchase,Credit Card,Tablet,Bangalore,INR,23,1,0
28750,Reliance Digital,Withdrawal,Wallet,Mobile,Chennai,INR,16,0,0
43365,Flipkart,Withdrawal,Wallet,Tablet,Mumbai,INR,11,1,0
23489,Amazon India,Deposit,Wallet,Tablet,Chennai,INR,19,0,0
10127,Reliance Digital,Purchase,Net Banking,Desktop,Mumbai,INR,12,0,0
9445,Amazon India,Purchase,UPI,Tablet,Delhi,INR,1,0,0
49888,Amazon India,Withdrawal,Credit Card,Desktop,Bangalore,INR,5,0,0
47990,Zomato,Transfer,Wallet,Mobile,Mumbai,INR,16,1,1
13480,Reliance Digital,Deposit,Wallet,Mobile,Bangalore,INR,11,1,0
7769,Swiggy,Transfer,UPI,Tablet,Chennai,INR,1,0,1
33769,Myntra,Deposit,Credit Card,Tablet,Mumbai,INR,10,0,0
5281,Zomato,Transfer,Net Banking,Desktop,Mumbai,INR,8,0,0
24583,Zomato,Deposit,Debit Card,Desktop,Chennai,INR,5,1,0
15554,Reliance Digital,Purchase,Wallet,Desktop,Mumbai,INR,21,1,0
666,Myntra,Withdrawal,Debit Card,Mobile,Hyderabad,INR,3,1,0
3329,Swiggy,Transfer,UPI,Mobile,Bangalore,INR,2,0,1
46187,Flipkart,Withdrawal,UPI,Mobile,Bangalore,INR,12,0,1
18404,Zomato,Transfer,Net Banking,Tablet,Bangalore,INR,21,0,0
40278,Swiggy,Withdrawal,Debit Card,Desktop,Delhi,INR,17,0,0
19079,Zomato,Withdrawal,Net Banking,Mobile,Mumbai,INR,13,0,0
34517,Reliance Digital,Purchase,Credit Card,Mobile,Bangalore,INR,7,0,1
9840,Flipkart,Withdrawal,Debit Card,Desktop,Chennai,INR,15,0,0
42154,Swiggy,Purchase,Credit Card,Tablet,Bangalore,INR,11,0,0
7371,Reliance Digital,Purchase,Wallet,Mobile,Hyderabad,INR,16,0,0
4230,Myntra,Transfer,Debit Card,Tablet,Hyderabad,INR,14,1,0
34115,Reliance Digital,Purchase,UPI,Tablet,Hyderabad,INR,7,1,1
28988,Myntra,Transfer,Debit Card,Mobile,Mumbai,INR,15,0,0
20306,Swiggy,Transfer,Debit Card,Tablet,Chennai,INR,5,1,1
41132,Flipkart,Purchase,Net Banking,Desktop,Hyderabad,INR,18,0,0
9077,Amazon India,Deposit,Net Banking,Mobile,Bangalore,INR,2,0,0
2447,Zomato,Deposit,Debit Card,Mobile,Delhi,INR,16,0,0
39516,Reliance Digital,Transfer,Debit Card,Mobile,Bangalore,INR,9,0,1
40519,Swiggy,Purchase,Debit Card,Desktop,Bangalore,INR,15,1,1
25290,Myntra,Withdrawal,Wallet,Desktop,Hyderabad,INR,3,0,1
3330,Amazon India,Transfer,Credit Card,Mobile,Chennai,INR,9,1,1
26191,Myntra,Withdrawal,Net Banking,Mobile,Mumbai,INR,20,0,0
46963,Zomato,Withdrawal,Credit Card,Desktop,Bangalore,INR,8,0,0
14442,Flipkart,Transfer,Net Banking,Desktop,Mumbai,INR,7,1,1
17977,Amazon India,Deposit,Debit Card,Mobile,Delhi,INR,4,0,0
28701,Amazon India,Deposit,Debit Card,Mobile,Delhi,INR,16,0,0
3177,Myntra,Withdrawal,Net Banking,Desktop,Bangalore,INR,21,0,0
24463,Amazon India,Withdrawal,Credit Card,Desktop,Chennai,INR,18,1,0
8052,Zomato,Transfer,Net Banking,Desktop,Hyderabad,INR,12,1,0
10490,Myntra,Transfer,Debit Card,Desktop,Chennai,INR,3,0,0
29761,Zomato,Withdrawal,Net Banking,Tablet,Hyderabad,INR,8,0,0
38827,Reliance Digital,Deposit,Net Banking,Mobile,Mumbai,INR,16,0,1
32857,Flipkart,Purchase,Wallet,Mobile,Mumbai,INR,18,0,0
9063,Amazon India,Purchase,UPI,Desktop,Delhi,INR,16,0,0
31387,Zomato,Transfer,Wallet,Desktop,Mumbai,INR,10,1,1
3173,Reliance Digital,Purchase,Wallet,Desktop,Bangalore,INR,8,1,0
6087,Flipkart,Transfer,UPI,Desktop,Mumbai,INR,17,0,0
7926,Flipkart,Purchase,Wallet,Desktop,Chennai,INR,11,0,0
31039,Reliance Digital,Withdrawal,Debit Card,Desktop,Chennai,INR,18,1,1
19180,Swiggy,Deposit,Wallet,Desktop,Chennai,INR,14,0,0
25126,Amazon India,Transfer,Credit Card,Desktop,Chennai,INR,10,0,0
38599,Zomato,Purchase,Debit Card,Mobile,Hyderabad,INR,11,0,0
32544,Amazon India,Deposit,Credit Card,Mobile,Bangalore,INR,19,0,0
43452,Reliance Digital,Deposit,UPI,Mobile,Delhi,INR,7,0,0
36865,Myntra,Withdrawal,Debit Card,Desktop,Chennai,INR,22,1,1
28306,Amazon India,Purchase,Credit Card,Mobile,Chennai,INR,16,0,0
47998,Myntra,Transfer,Wallet,Tablet,Hyderabad,INR,15,1,1
36021,Amazon India,Withdrawal,UPI,Desktop,Hyderabad,INR,1,1,1
20324,Swiggy,Deposit,UPI,Tablet,Bangalore,INR,5,0,0
5726,Amazon India,Deposit,Net Banking,Mobile,Mumbai,INR,22,0,0
14815,Swiggy,Purchase,Wallet,Desktop,Chennai,INR,9,0,0
39798,Zomato,Transfer,Debit Card,Tablet,Mumbai,INR,2,0,1
37514,Reliance Digital,Transfer,Debit Card,Tablet,Mumbai,INR,20,0,0
20697,Zomato,Transfer,UPI,Tablet,Bangalore,INR,6,0,0
24762,Flipkart,Purchase,Debit Card,Mobile,Mumbai,INR,14,0,0
1869,Swiggy,Purchase,Debit Card,Mobile,Bangalore,INR,19,1,0
49395,Flipkart,Transfer,Credit Card,Mobile,Chennai,INR,12,1,1
15536,Amazon India,Withdrawal,Debit Card,Mobile,Delhi,INR,4,0,0
37094,Amazon India,Deposit,UPI,Tablet,Mumbai,INR,12,0,0
35602,Amazon India,Withdrawal,Debit Card,Tablet,Hyderabad,INR,16,1,0
40665,Myntra,Transfer,Credit Card,Tablet,Delhi,INR,19,0,1
33025,Amazon India,Withdrawal,Net Banking,Desktop,Hyderabad,INR,3,1,1
6167,Amazon India,Transfer,Credit Card,Desktop,Mumbai,INR,1,0,1
27749,Amazon India,Transfer,Wallet,Tablet,Bangalore,INR,11,0,0
48608,Swiggy,Withdrawal,UPI,Tablet,Mumbai,INR,6,0,0
23729,Swiggy,Transfer,Net Banking,Mobile,Delhi,INR,15,0,0
23419,Amazon India,Transfer,Credit Card,Mobile,Hyderabad,INR,0,1,1
1956,Flipkart,Deposit,Wallet,Desktop,Bangalore,INR,23,1,0
28273,Myntra,Transfer,Wallet,Desktop,Mumbai,INR,14,1,0
25797,Swiggy,Withdrawal,Net Banking,Tablet,Delhi,INR,6,1,0
42998,Swiggy,Purchase,UPI,Tablet,Hyderabad,INR,10,1,0
42985,Reliance Digital,Transfer,Debit Card,Mobile,Bangalore,INR,12,0,1
17119,Zomato,Purchase,UPI,Desktop,Bangalore,INR,11,0,0
11498,Zomato,Deposit,Debit Card,Tablet,Chennai,INR,11,0,0
21890,Zomato,Purchase,UPI,Desktop,Delhi,INR,4,1,0
14859,Reliance Digital,Transfer,UPI,Desktop,Bangalore,INR,13,1,0
4048,Reliance Digital,Withdrawal,Debit Card,Desktop,Bangalore,INR,14,0,0
3273,Zomato,Withdrawal,Net Banking,Mobile,Bangalore,INR,3,1,0
3433,Zomato,Deposit,Credit Card,Mobile,Bangalore,INR,10,0,0
36904,Amazon India,Purchase,UPI,Desktop,Bangalore,INR,7,0,0
46144,Zomato,Transfer,Debit Card,Mobile,Chennai,INR,10,0,1
35894,Reliance Digital,Withdrawal,Net Banking,Mobile,Hyderabad,INR,5,0,0
30353,Myntra,Deposit,UPI,Desktop,Chennai,INR,23,1,1
